Local_Time,AQI,AQI_Pollutant,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative_Humidity,Temperature,Wind_Speed,Wind_Direction,BLH
2022-08-04 07:00:00,113.0,PM2.5,595.0,29.7,24.0,58.0,40.3,16.8,6,0.0,1002.6,89,28.3,4.8,132,145.0
2022-08-04 08:00:00,89.0,PM2.5,552.0,25.0,49.0,43.5,30.0,18.2,100,0.0,1002.8,83,29.5,3.8,163,360.0
2022-08-04 09:00:00,94.0,PM2.5,492.0,18.4,84.0,47.3,32.7,20.2,100,0.0,1002.6,80,30.3,1.3,214,580.0
2022-08-04 10:00:00,99.0,PM2.5,429.0,11.2,128.0,50.3,34.9,22.0,91,0.0,1002.3,76,31.5,2.7,293,680.0
2022-08-04 11:00:00,123.0,O3,414.0,8.6,154.0,55.2,38.3,21.5,95,0.0,1002.1,74,32.3,2.4,333,835.0
2022-08-04 12:00:00,159.0,O3,414.0,7.2,178.0,59.1,41.1,20.1,95,0.1,1001.6,73,32.9,1.8,360,935.0
2022-08-04 13:00:00,180.0,O3,427.0,8.4,194.0,62.6,43.5,19.0,99,0.3,1000.6,70,33.3,1.5,135,1050.0
2022-08-04 14:00:00,172.0,O3,438.0,11.5,188.0,67.1,46.6,19.6,100,0.2,999.6,68,33.5,3.8,107,1065.0
2022-08-04 15:00:00,125.0,PM2.5,455.0,16.5,171.0,64.7,45.1,20.9,100,1.8,999.0,72,32.2,3.7,119,1030.0
2022-08-04 16:00:00,122.0,PM2.5,509.0,26.9,144.0,63.3,44.0,22.5,100,0.4,998.8,71,32.1,9.8,73,980.0
2022-08-04 17:00:00,131.0,PM2.5,592.0,40.3,124.0,68.2,47.5,22.8,100,0.0,998.7,82,30.2,10.5,74,340.0
2022-08-04 18:00:00,139.0,PM2.5,701.0,57.0,102.0,73.3,51.0,22.9,100,0.2,999.1,86,29.9,6.1,90,330.0
2022-08-04 19:00:00,155.0,PM2.5,891.0,78.9,83.0,89.9,62.6,22.8,100,0.0,999.9,86,29.3,8.9,111,355.0
2022-08-04 20:00:00,154.0,PM2.5,864.0,72.9,76.0,88.7,61.7,20.7,100,0.0,1000.6,86,29.2,7.6,121,320.0
2022-08-04 21:00:00,154.0,PM2.5,824.0,64.2,67.0,88.5,61.7,17.8,100,0.0,1001.1,86,29.2,7.7,127,290.0
2022-08-04 22:00:00,153.0,PM2.5,741.0,51.7,56.0,84.3,58.7,14.2,100,0.0,1001.7,88,28.8,9.7,135,300.0
2022-08-04 23:00:00,145.0,PM2.5,638.0,42.2,52.0,76.4,53.2,12.6,100,0.0,1001.4,88,28.5,7.4,151,350.0
2022-08-05 00:00:00,126.0,PM2.5,511.0,32.2,51.0,65.7,45.6,11.4,100,4.4,1001.6,93,27.5,6.4,297,295.0
2022-08-05 01:00:00,99.0,PM2.5,376.0,21.3,51.0,50.6,35.0,10.1,100,4.5,1000.7,98,26.2,1.1,108,180.0
2022-08-05 02:00:00,77.0,PM2.5,328.0,16.2,53.0,35.5,24.6,9.2,100,1.2,1000.4,96,26.2,5.8,300,120.0
2022-08-05 03:00:00,68.0,PM2.5,307.0,13.0,57.0,28.9,20.0,8.4,100,1.5,1000.3,97,25.9,9.2,21,135.0
2022-08-05 04:00:00,67.0,PM2.5,304.0,11.4,59.0,28.3,19.7,7.8,100,1.5,999.8,98,25.6,5.2,25,240.0
2022-08-05 05:00:00,66.0,PM2.5,320.0,13.2,55.0,27.2,19.0,7.7,100,0.7,1000.1,98,25.5,4.4,35,55.0
2022-08-05 06:00:00,64.0,PM2.5,354.0,17.0,48.0,26.2,18.3,7.8,100,0.1,1000.5,97,25.5,3.4,342,95.0
2022-08-05 07:00:00,68.0,PM2.5,345.0,17.3,44.0,29.0,20.3,8.1,100,0.0,1001.5,93,26.2,6.0,33,175.0
2022-08-05 08:00:00,62.0,PM2.5,372.0,18.0,54.0,24.7,17.2,9.7,100,0.1,1001.7,88,27.1,6.2,21,275.0
2022-08-05 09:00:00,63.0,PM2.5,410.0,18.9,68.0,25.5,17.8,11.9,100,0.0,1002.0,85,27.7,5.0,21,390.0
2022-08-05 10:00:00,68.0,PM2.5,456.0,20.0,87.0,29.1,20.4,14.7,100,0.2,1002.5,81,28.6,5.4,48,570.0
2022-08-05 11:00:00,72.0,PM2.5,476.0,20.4,98.0,31.8,22.2,15.9,100,0.1,1001.8,79,28.9,4.7,4,680.0
2022-08-05 12:00:00,80.0,PM2.5,491.0,20.6,109.0,37.3,26.0,16.6,100,0.1,1001.4,78,29.0,2.9,120,705.0
2022-08-05 13:00:00,87.0,PM2.5,513.0,21.8,120.0,41.6,29.0,18.4,100,0.1,1000.2,80,28.7,4.3,138,360.0
2022-08-05 14:00:00,92.0,PM2.5,529.0,22.3,128.0,44.8,31.4,21.4,100,0.1,999.2,82,28.4,5.6,153,480.0
2022-08-05 15:00:00,97.0,PM2.5,545.0,23.0,135.0,48.8,34.1,25.0,100,0.0,998.5,79,29.1,3.8,131,565.0
2022-08-05 16:00:00,103.0,PM2.5,597.0,29.9,131.0,51.8,36.2,28.0,100,0.2,998.3,78,29.4,6.4,142,515.0
2022-08-05 17:00:00,107.0,PM2.5,695.0,45.5,108.0,54.4,38.1,27.2,100,0.3,998.6,80,28.6,9.5,127,295.0
2022-08-05 18:00:00,122.0,PM2.5,822.0,66.4,74.0,62.9,44.0,24.9,100,0.2,999.3,87,27.9,10.0,150,310.0
2022-08-05 19:00:00,139.0,PM2.5,1055.0,97.8,40.0,72.9,50.9,27.1,100,1.8,1000.4,93,26.5,8.1,103,310.0
2022-08-05 20:00:00,147.0,PM2.5,1027.0,92.9,35.0,77.5,54.1,28.6,100,0.1,1001.2,94,26.8,8.1,122,295.0
2022-08-05 21:00:00,151.0,PM2.5,986.0,85.9,28.0,79.9,55.8,30.6,100,0.1,1001.7,95,26.6,7.7,118,285.0
2022-08-05 22:00:00,152.0,PM2.5,930.0,77.2,20.0,81.3,56.8,32.0,100,0.2,1002.1,96,26.5,7.1,114,265.0
2022-08-05 23:00:00,152.0,PM2.5,897.0,73.1,17.0,83.4,58.2,31.0,100,0.1,1002.3,96,26.2,6.4,117,210.0
2022-08-06 00:00:00,152.0,PM2.5,866.0,69.8,16.0,82.9,57.9,28.9,100,5.2,1002.2,95,25.3,7.7,53,135.0
2022-08-06 01:00:00,151.0,PM2.5,802.0,62.7,17.0,80.3,56.1,25.4,100,2.0,1001.7,97,25.0,5.7,72,175.0
2022-08-06 02:00:00,141.0,PM2.5,719.0,52.3,23.0,73.8,51.7,22.2,100,2.4,1001.5,98,24.9,6.6,103,175.0
2022-08-06 03:00:00,123.0,PM2.5,619.0,39.5,31.0,63.8,44.6,18.5,100,2.6,1001.3,97,24.6,6.5,109,175.0
2022-08-06 04:00:00,109.0,PM2.5,504.0,26.0,40.0,55.5,38.8,14.2,100,3.8,1000.9,96,24.8,2.5,90,195.0
2022-08-06 05:00:00,95.0,PM2.5,451.0,22.3,42.0,47.4,33.2,11.7,100,1.9,1000.9,96,24.8,3.7,349,170.0
2022-08-06 06:00:00,83.0,PM2.5,414.0,21.7,41.0,38.8,27.1,9.6,100,0.8,1001.1,95,24.9,4.6,51,180.0
2022-08-06 07:00:00,51.0,PM2.5,307.0,16.7,47.0,17.3,12.1,5.9,100,0.4,1001.6,94,25.2,6.8,72,180.0
2022-08-06 08:00:00,45.0,PM2.5,323.0,18.5,45.0,15.3,10.7,6.3,100,1.6,1002.1,95,25.5,4.7,90,170.0
2022-08-06 09:00:00,46.0,PM2.5,345.0,20.9,43.0,15.8,11.1,6.9,100,0.9,1002.9,91,26.0,5.2,106,195.0
2022-08-06 10:00:00,53.0,PM2.5,361.0,22.5,44.0,18.7,13.1,7.9,100,1.0,1002.9,87,26.9,5.4,132,240.0
2022-08-06 11:00:00,59.0,PM2.5,350.0,20.8,50.0,23.1,16.1,8.9,99,0.6,1002.5,84,28.0,4.0,117,300.0
2022-08-06 12:00:00,59.0,PM2.5,328.0,17.6,60.0,22.7,15.9,10.0,100,0.2,1001.5,76,29.7,3.4,148,345.0
2022-08-06 13:00:00,61.0,PM2.5,304.0,14.9,69.0,24.3,17.0,11.4,100,0.3,1000.5,77,29.0,6.8,108,355.0
2022-08-06 14:00:00,63.0,PM2.5,293.0,14.6,71.0,25.7,18.0,12.4,100,3.5,1000.4,92,26.0,12.5,129,330.0
2022-08-06 15:00:00,65.0,PM2.5,286.0,15.4,71.0,26.9,18.7,13.2,99,1.0,1000.1,92,26.3,8.4,173,260.0
2022-08-06 16:00:00,66.0,PM2.5,309.0,20.9,64.0,27.5,19.2,14.6,100,0.7,1000.0,88,26.9,4.9,197,260.0
2022-08-06 17:00:00,76.0,PM2.5,376.0,31.8,50.0,34.8,24.2,15.9,100,0.1,999.7,87,27.1,8.2,142,245.0
2022-08-06 18:00:00,81.0,PM2.5,471.0,46.5,32.0,38.3,26.6,17.4,100,0.2,1000.4,90,26.9,5.6,105,275.0
2022-08-06 19:00:00,105.0,PM2.5,725.0,79.5,10.0,53.3,37.3,22.1,100,0.5,1001.8,93,25.5,5.1,135,235.0
2022-08-06 20:00:00,108.0,PM2.5,687.0,72.8,12.0,54.8,38.3,21.1,100,1.7,1002.2,94,26.0,5.1,82,215.0
2022-08-06 21:00:00,98.0,PM2.5,632.0,63.0,15.0,49.5,34.5,19.6,100,0.4,1002.9,96,25.4,3.4,18,165.0
2022-08-06 22:00:00,95.0,PM2.5,562.0,51.3,19.0,47.0,32.8,17.5,100,0.7,1003.5,98,24.9,5.4,8,110.0
2022-08-06 23:00:00,90.0,PM2.5,526.0,45.8,21.0,44.0,30.6,16.1,100,0.7,1003.5,98,25.0,1.5,315,105.0
2022-08-07 00:00:00,84.0,PM2.5,495.0,41.5,23.0,39.8,27.6,14.6,100,0.2,1003.0,98,25.0,4.7,328,125.0
2022-08-07 01:00:00,81.0,PM2.5,447.0,35.1,26.0,38.0,26.3,12.8,100,0.3,1002.6,98,25.1,5.2,348,185.0
2022-08-07 02:00:00,79.0,PM2.5,395.0,28.1,31.0,36.9,25.6,11.2,100,0.1,1002.0,97,25.1,4.7,356,210.0
2022-08-07 03:00:00,69.0,PM2.5,337.0,20.4,37.0,29.8,20.6,9.8,100,0.1,1002.1,97,25.1,5.6,27,225.0
2022-08-07 04:00:00,58.0,PM2.5,278.0,13.1,42.0,22.0,15.2,8.2,100,0.2,1002.0,96,24.9,12.1,78,240.0
2022-08-07 05:00:00,52.0,PM2.5,259.0,11.9,42.0,18.4,12.7,7.6,100,0.3,1002.4,96,24.5,10.1,86,255.0
2022-08-07 06:00:00,45.0,PM2.5,255.0,13.0,41.0,15.5,10.7,7.2,100,0.7,1003.0,97,24.2,10.5,96,325.0
2022-08-07 07:00:00,52.0,PM2.5,264.0,15.4,40.0,18.0,12.4,6.7,100,1.4,1003.7,93,25.2,11.3,83,315.0
2022-08-07 08:00:00,46.0,PM2.5,284.0,17.1,39.0,16.2,11.1,7.3,100,2.0,1003.9,92,25.9,11.7,99,320.0
2022-08-07 09:00:00,52.0,PM2.5,313.0,19.6,38.0,18.4,12.7,8.1,100,0.9,1004.4,92,25.9,10.7,110,300.0
2022-08-07 10:00:00,56.0,PM2.5,337.0,21.1,42.0,20.9,14.4,9.4,100,1.2,1004.6,91,26.6,9.5,119,310.0
2022-08-07 11:00:00,64.0,PM2.5,330.0,19.0,54.0,26.3,18.2,10.3,100,0.7,1004.2,91,26.9,7.9,106,265.0
2022-08-07 12:00:00,70.0,PM2.5,310.0,15.4,72.0,30.3,20.9,11.3,100,1.0,1003.8,90,26.8,10.3,102,265.0
2022-08-07 13:00:00,68.0,PM2.5,288.0,11.8,92.0,29.6,20.4,12.6,100,2.2,1002.9,86,27.0,7.5,73,210.0
2022-08-07 14:00:00,67.0,PM2.5,275.0,10.1,103.0,28.8,19.8,13.2,100,0.2,1001.8,83,28.1,5.5,67,200.0
2022-08-07 15:00:00,73.0,PM2.5,264.0,8.9,111.0,32.4,22.4,13.8,100,0.1,1001.5,80,28.8,5.1,45,185.0
2022-08-07 16:00:00,79.0,PM2.5,288.0,13.4,112.0,36.9,25.5,14.6,100,0.9,1001.0,84,27.8,8.3,90,220.0
2022-08-07 17:00:00,86.0,PM2.5,369.0,26.0,97.0,41.4,28.6,15.6,100,0.6,1001.1,86,27.7,3.9,112,300.0
2022-08-07 18:00:00,97.0,PM2.5,484.0,43.8,74.0,49.4,34.1,16.9,99,0.0,1001.8,88,27.5,3.6,90,80.0
2022-08-07 19:00:00,117.0,PM2.5,622.0,63.8,46.0,60.5,42.0,18.4,89,0.0,1002.5,84,27.8,2.9,30,40.0
2022-08-07 20:00:00,124.0,PM2.5,608.0,59.8,46.0,64.3,44.7,18.1,100,0.0,1003.5,83,27.9,1.8,323,20.0
2022-08-07 21:00:00,134.0,PM2.5,589.0,54.0,46.0,70.1,48.7,17.7,100,0.0,1004.5,92,26.4,3.8,319,50.0
2022-08-07 22:00:00,149.0,PM2.5,586.0,48.6,44.0,78.9,54.9,16.5,100,0.2,1005.1,95,25.9,5.6,333,70.0
2022-08-07 23:00:00,151.0,PM2.5,629.0,49.8,38.0,80.6,56.2,14.9,100,0.1,1005.0,94,25.6,9.3,324,85.0
2022-08-08 00:00:00,129.0,PM2.5,693.0,53.5,30.0,67.5,47.0,12.8,98,0.0,1004.6,96,25.2,8.4,329,90.0
2022-08-08 01:00:00,111.0,PM2.5,732.0,53.7,23.0,56.6,39.5,10.1,100,0.0,1003.8,96,25.0,6.9,313,110.0
2022-08-08 02:00:00,97.0,PM2.5,680.0,45.4,24.0,49.1,34.2,8.5,100,0.6,1003.9,96,24.6,1.5,194,155.0
2022-08-08 03:00:00,92.0,PM2.5,586.0,33.0,29.0,45.1,31.4,7.1,100,0.5,1003.1,96,24.6,1.3,34,140.0
2022-08-08 04:00:00,88.0,PM2.5,483.0,19.8,35.0,42.5,29.6,5.6,100,0.0,1002.9,95,24.7,2.1,301,105.0
2022-08-08 05:00:00,82.0,PM2.5,460.0,17.0,34.0,38.3,26.7,4.7,97,0.0,1002.6,95,25.0,6.2,306,135.0
2022-08-08 06:00:00,76.0,PM2.5,458.0,17.5,32.0,34.6,24.1,4.0,98,0.0,1003.5,96,24.9,5.1,315,165.0
2022-08-08 07:00:00,68.0,PM2.5,391.0,17.4,38.0,29.3,20.3,5.5,43,0.0,1003.9,95,25.9,8.6,303,220.0
2022-08-08 08:00:00,65.0,PM2.5,364.0,15.9,46.0,27.0,18.6,6.3,52,0.1,1004.2,88,27.4,9.6,304,300.0
2022-08-08 09:00:00,63.0,PM2.5,325.0,13.6,58.0,26.1,17.8,7.5,82,0.1,1004.6,85,28.6,6.9,321,420.0
2022-08-08 10:00:00,61.0,PM2.5,280.0,10.9,76.0,24.7,16.8,8.6,64,0.1,1004.0,80,29.8,9.7,315,595.0
2022-08-08 11:00:00,66.0,PM2.5,261.0,8.9,92.0,28.2,19.2,8.9,29,0.0,1003.2,76,30.8,9.3,332,700.0
2022-08-08 12:00:00,72.0,PM2.5,248.0,7.1,109.0,32.1,21.9,8.7,78,0.1,1002.8,74,31.4,6.5,341,895.0
2022-08-08 13:00:00,76.0,O3,238.0,5.8,125.0,33.9,23.1,8.5,98,0.2,1001.6,73,31.8,4.8,318,1045.0
2022-08-08 14:00:00,84.0,O3,231.0,5.3,130.0,33.2,22.6,8.4,100,0.6,1000.6,73,31.7,3.8,17,980.0
2022-08-08 15:00:00,86.0,O3,227.0,5.6,131.0,31.9,21.6,8.4,100,5.8,1000.4,76,29.5,7.8,103,840.0
2022-08-08 16:00:00,72.0,PM2.5,239.0,9.4,121.0,32.5,22.1,8.3,100,0.4,1001.1,91,26.0,14.8,135,400.0
2022-08-08 17:00:00,72.0,PM2.5,266.0,17.4,100.0,32.5,22.1,8.0,100,0.1,1001.3,90,26.3,2.2,9,370.0
2022-08-08 18:00:00,74.0,PM2.5,306.0,28.2,71.0,33.4,22.9,7.6,100,0.0,1001.4,89,26.3,2.6,326,225.0
2022-08-08 19:00:00,75.0,PM2.5,315.0,25.1,57.0,33.9,23.4,10.9,100,0.0,1002.3,94,26.5,1.5,14,65.0
2022-08-08 20:00:00,76.0,PM2.5,313.0,25.0,53.0,34.7,24.0,10.9,100,0.1,1002.9,93,26.2,2.7,23,35.0
2022-08-08 21:00:00,80.0,PM2.5,311.0,24.9,48.0,37.6,26.1,10.9,100,0.0,1003.7,95,26.0,3.4,32,35.0
2022-08-08 22:00:00,87.0,PM2.5,308.0,24.0,43.0,42.3,29.3,10.6,100,0.0,1004.1,91,26.5,1.3,146,30.0
2022-08-08 23:00:00,90.0,PM2.5,309.0,22.8,42.0,44.0,30.7,9.8,95,0.0,1003.9,91,26.5,1.3,236,25.0
2022-08-09 00:00:00,82.0,PM2.5,311.0,21.0,41.0,38.3,26.7,8.6,100,0.0,1003.5,96,25.3,4.1,232,40.0
2022-08-09 01:00:00,74.0,PM2.5,309.0,18.5,42.0,32.9,22.9,7.2,100,5.2,1003.7,99,24.2,9.2,121,55.0
2022-08-09 02:00:00,70.0,PM2.5,299.0,16.0,43.0,30.6,21.3,6.5,100,2.0,1002.6,97,24.3,4.7,328,60.0
2022-08-09 03:00:00,67.0,PM2.5,285.0,13.4,45.0,28.6,19.9,5.8,100,1.1,1002.2,96,24.4,2.9,7,45.0
2022-08-09 04:00:00,65.0,PM2.5,270.0,10.6,46.0,27.1,18.8,5.2,100,0.1,1002.2,95,24.5,3.7,331,25.0
2022-08-09 05:00:00,65.0,PM2.5,266.0,9.9,44.0,26.8,18.6,4.8,100,0.0,1002.1,96,24.3,7.2,307,75.0
2022-08-09 06:00:00,65.0,PM2.5,266.0,9.9,41.0,26.8,18.6,4.7,100,0.0,1002.1,95,24.5,8.2,319,65.0
2022-08-09 07:00:00,64.0,PM2.5,254.0,8.9,46.0,26.1,18.1,4.6,100,0.0,1002.8,92,25.0,9.2,334,120.0
2022-08-09 08:00:00,63.0,PM2.5,243.0,7.7,55.0,25.7,17.8,4.6,100,0.0,1003.2,87,26.2,6.0,327,290.0
2022-08-09 09:00:00,60.0,PM2.5,227.0,6.1,69.0,24.3,16.6,4.7,100,0.0,1003.3,81,27.9,7.4,317,480.0
2022-08-09 10:00:00,63.0,PM2.5,220.0,5.1,86.0,25.7,17.6,5.8,100,0.0,1003.2,77,29.0,8.2,319,685.0
2022-08-09 11:00:00,64.0,PM2.5,233.0,6.1,97.0,26.8,18.2,7.8,100,0.1,1002.6,72,30.0,7.7,319,925.0
2022-08-09 12:00:00,67.0,PM2.5,256.0,8.0,106.0,28.6,19.6,10.8,76,0.1,1001.8,73,30.7,7.9,313,1025.0
2022-08-09 13:00:00,72.0,PM2.5,297.0,11.7,116.0,32.6,22.3,15.1,46,0.1,1000.6,73,31.0,4.1,315,1050.0
2022-08-09 14:00:00,78.0,PM2.5,336.0,15.3,121.0,36.6,25.0,18.9,80,0.1,999.3,73,31.1,3.2,270,1045.0
2022-08-09 15:00:00,81.0,PM2.5,382.0,19.6,123.0,38.5,26.4,23.1,78,0.0,998.4,67,32.0,4.3,275,920.0
2022-08-09 16:00:00,86.0,PM2.5,443.0,25.8,119.0,42.0,28.8,27.0,100,3.8,999.2,84,27.9,10.5,27,605.0
2022-08-09 17:00:00,92.0,PM2.5,491.0,31.4,106.0,46.0,31.7,27.6,100,0.0,999.0,84,27.2,7.0,35,105.0
2022-08-09 18:00:00,104.0,PM2.5,540.0,37.5,87.0,53.3,36.8,26.8,100,0.0,999.4,86,27.4,4.1,52,100.0
2022-08-09 19:00:00,148.0,PM2.5,548.0,32.2,99.0,78.7,54.6,32.5,100,0.0,998.6,87,28.8,4.7,302,45.0
2022-08-09 20:00:00,159.0,PM2.5,564.0,32.8,91.0,101.3,70.5,34.0,13,0.0,999.6,86,28.7,4.1,322,50.0
2022-08-09 21:00:00,166.0,PM2.5,586.0,33.7,79.0,122.9,85.4,35.9,0,0.0,1000.2,94,27.5,4.7,302,40.0
2022-08-09 22:00:00,172.0,PM2.5,604.0,33.8,64.0,138.3,96.2,36.3,0,0.0,1000.1,95,27.1,4.9,306,30.0
2022-08-09 23:00:00,175.0,PM2.5,598.0,32.4,54.0,145.3,101.5,33.2,5,0.0,999.8,94,26.9,5.2,348,35.0
2022-08-10 00:00:00,167.0,PM2.5,581.0,30.2,44.0,123.9,86.1,28.1,11,0.0,999.5,91,26.8,6.9,332,45.0
2022-08-10 01:00:00,157.0,PM2.5,565.0,27.9,34.0,95.5,66.6,22.5,0,0.0,999.1,90,26.6,7.7,332,70.0
2022-08-10 02:00:00,154.0,PM2.5,570.0,28.0,30.0,88.5,61.7,20.9,36,0.0,998.8,93,26.2,5.6,333,85.0
2022-08-10 03:00:00,152.0,PM2.5,582.0,29.0,29.0,83.4,58.0,20.5,76,0.0,998.6,94,26.2,7.4,313,105.0
2022-08-10 04:00:00,153.0,PM2.5,579.0,28.4,30.0,84.1,58.6,19.2,93,0.0,998.9,93,26.1,10.5,319,135.0
2022-08-10 05:00:00,133.0,PM2.5,550.0,24.8,31.0,69.6,48.5,16.5,100,0.1,998.5,89,26.4,9.7,318,150.0
2022-08-10 06:00:00,117.0,PM2.5,506.0,19.6,33.0,60.1,41.9,12.9,96,0.0,999.1,90,26.2,12.5,327,145.0
2022-08-10 07:00:00,91.0,PM2.5,367.0,10.4,40.0,44.4,31.0,7.3,99,0.0,999.4,90,27.0,8.4,310,200.0
2022-08-10 08:00:00,79.0,PM2.5,325.0,8.3,53.0,36.4,25.4,7.1,100,0.0,999.7,85,28.1,7.8,326,310.0
2022-08-10 09:00:00,67.0,PM2.5,267.0,5.3,71.0,28.7,19.8,6.8,100,0.0,1000.0,77,29.9,10.2,342,455.0
2022-08-10 10:00:00,59.0,PM2.5,217.0,3.7,88.0,23.1,15.9,7.4,100,0.0,999.8,70,30.9,12.7,345,655.0
2022-08-10 11:00:00,59.0,PM2.5,212.0,4.9,88.0,23.4,16.1,8.5,100,0.0,999.4,67,31.5,11.2,360,810.0
2022-08-10 12:00:00,62.0,PM2.5,227.0,7.7,82.0,24.9,17.2,10.1,100,0.9,998.8,68,30.9,13.8,321,925.0
2022-08-10 13:00:00,61.0,PM2.5,307.0,15.8,68.0,24.4,16.9,15.8,100,0.0,998.0,76,30.1,7.9,330,1100.0
2022-08-10 14:00:00,71.0,PM2.5,454.0,28.3,52.0,31.4,21.8,26.1,100,0.0,997.3,68,31.6,7.8,347,940.0
2022-08-10 15:00:00,73.0,PM2.5,650.0,44.4,31.0,32.6,22.6,39.5,100,1.1,997.2,76,29.8,13.2,22,505.0
2022-08-10 16:00:00,88.0,PM2.5,843.0,60.8,10.0,42.8,29.9,50.8,100,1.2,997.1,89,27.6,14.6,9,285.0
2022-08-10 17:00:00,94.0,PM2.5,881.0,65.8,4.0,46.9,32.7,49.0,100,1.6,997.2,91,27.0,6.8,335,380.0
2022-08-10 18:00:00,96.0,PM2.5,863.0,66.8,4.0,47.8,33.4,41.6,100,1.3,997.5,92,27.0,7.3,340,290.0
2022-08-10 19:00:00,92.0,PM2.5,593.0,45.5,20.0,44.9,31.4,24.7,100,1.7,998.2,92,27.2,5.9,313,250.0
2022-08-10 20:00:00,98.0,PM2.5,555.0,40.7,24.0,49.4,34.5,21.5,100,2.5,998.5,94,27.0,6.9,309,150.0
2022-08-10 21:00:00,92.0,PM2.5,501.0,33.8,29.0,45.1,31.4,16.8,100,2.1,999.3,94,26.6,10.2,309,285.0
2022-08-10 22:00:00,85.0,PM2.5,429.0,25.2,35.0,40.6,28.3,11.4,100,0.4,999.3,94,26.5,11.9,284,285.0
2022-08-10 23:00:00,79.0,PM2.5,384.0,20.6,39.0,36.4,25.4,8.9,100,0.3,999.2,94,26.2,13.6,281,335.0
2022-08-11 00:00:00,73.0,PM2.5,340.0,16.6,42.0,32.4,22.6,7.2,100,3.2,997.9,95,26.0,16.0,293,400.0
2022-08-11 01:00:00,65.0,PM2.5,289.0,12.3,46.0,26.6,18.6,5.6,100,3.6,997.4,94,25.6,17.2,296,465.0
2022-08-11 02:00:00,58.0,PM2.5,257.0,9.8,48.0,21.9,15.3,4.5,100,4.1,996.4,94,25.3,20.0,296,550.0
2022-08-11 03:00:00,53.0,PM2.5,229.0,7.8,51.0,18.5,12.9,3.8,100,4.4,995.9,94,25.3,18.7,300,630.0
2022-08-11 04:00:00,49.0,PM2.5,202.0,5.9,52.0,16.9,11.8,3.2,100,3.9,995.8,94,25.4,17.9,308,640.0
2022-08-11 05:00:00,47.0,PM2.5,190.0,5.1,52.0,16.2,11.3,3.0,100,7.1,995.8,94,25.3,15.4,303,555.0
2022-08-11 06:00:00,46.0,PM2.5,184.0,4.7,50.0,15.9,11.1,3.0,100,4.4,996.2,95,25.4,16.2,302,500.0
2022-08-11 07:00:00,53.0,PM2.5,202.0,6.8,44.0,18.7,13.1,4.3,100,1.0,996.3,94,25.1,10.6,298,410.0
2022-08-11 08:00:00,57.0,PM2.5,209.0,9.1,41.0,21.4,15.0,4.8,100,5.2,996.6,94,25.4,9.0,268,325.0
2022-08-11 09:00:00,60.0,PM2.5,220.0,12.4,36.0,23.3,16.3,5.8,100,2.1,997.1,94,25.6,12.2,251,285.0
2022-08-11 10:00:00,69.0,PM2.5,293.0,18.9,29.0,29.2,20.5,10.9,100,2.5,997.7,93,26.0,13.7,225,295.0
2022-08-11 11:00:00,82.0,PM2.5,440.0,26.4,24.0,38.2,26.7,20.8,100,6.2,997.9,94,25.7,17.8,187,335.0
2022-08-11 12:00:00,85.0,PM2.5,637.0,35.5,19.0,40.7,28.5,33.8,100,9.9,998.1,92,26.0,19.6,173,350.0
2022-08-11 13:00:00,85.0,PM2.5,827.0,44.9,16.0,40.6,28.3,46.5,100,2.7,998.2,93,26.6,16.3,166,395.0
2022-08-11 14:00:00,87.0,PM2.5,853.0,48.2,19.0,42.1,29.2,48.1,100,1.4,997.9,92,26.8,17.1,158,400.0
2022-08-11 15:00:00,82.0,PM2.5,818.0,49.6,25.0,39.0,26.9,45.8,100,2.2,997.7,92,26.2,19.0,151,425.0
2022-08-11 16:00:00,80.0,PM2.5,734.0,48.7,31.0,38.0,26.1,39.8,100,0.9,998.1,90,26.4,16.3,133,480.0
2022-08-11 17:00:00,76.0,PM2.5,649.0,45.8,31.0,34.9,23.9,33.2,98,0.1,998.4,90,27.0,14.8,129,495.0
2022-08-11 18:00:00,69.0,PM2.5,539.0,41.1,30.0,30.3,20.5,24.8,100,0.1,998.6,91,27.0,13.2,116,430.0
2022-08-11 19:00:00,73.0,PM2.5,424.0,31.6,45.0,33.4,22.6,17.6,100,0.0,1000.3,93,26.6,11.0,101,350.0
2022-08-11 20:00:00,74.0,PM2.5,375.0,26.9,48.0,33.8,22.8,14.5,100,0.1,1001.5,93,26.6,14.1,96,330.0
2022-08-11 21:00:00,66.0,PM2.5,306.0,20.1,52.0,28.6,19.2,10.0,100,0.1,1002.5,93,26.2,12.6,92,380.0
2022-08-11 22:00:00,58.0,PM2.5,230.0,12.4,56.0,23.5,15.5,5.2,100,3.5,1003.3,95,25.6,5.4,94,385.0
2022-08-11 23:00:00,51.0,PM2.5,204.0,9.4,58.0,18.6,12.3,3.6,100,3.1,1003.6,96,25.3,11.5,90,390.0
2022-08-12 00:00:00,39.0,PM2.5,192.0,7.7,59.0,14.1,9.4,3.0,100,0.2,1003.4,96,24.9,15.2,97,365.0
2022-08-12 01:00:00,33.0,PM2.5,185.0,6.2,59.0,12.0,8.0,2.9,100,1.0,1003.2,96,24.5,14.1,103,315.0
2022-08-12 02:00:00,32.0,PM2.5,184.0,5.9,57.0,11.6,7.8,3.2,100,0.4,1002.6,96,24.5,12.6,93,270.0
